container_number,container_type,project,collection_date,plot_id,plot_treatment,seed_type,seed_treatment,maggot_location,nr_seeds_found,nr_seeds_with_at_least_one_scm_maggot,nr_seed_damaged_by_other,total_nr_scm_maggots,total_nr_scm_pupae,nr_wireworms,nr_seeds_with_at_least_one_phorid_maggot,total_nr_of_phorid_larvae,total_nr_of_phorid_pupae,notes
3734,deli cup,M,2023-05-16T00:00:00Z,55,Fertilizer,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
3956,deli cup,M,2023-05-16T00:00:00Z,6,Alfafa&Manure,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
3956,deli cup,M,2023-05-16T00:00:00Z,6,Alfafa&Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3956,deli cup,M,2023-05-16T00:00:00Z,6,Alfafa&Manure,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
3943,deli cup,M,2023-05-16T00:00:00Z,6,Control_Alfafa&Manure,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
3943,deli cup,M,2023-05-16T00:00:00Z,6,Control_Alfafa&Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3943,deli cup,M,2023-05-16T00:00:00Z,6,Control_Alfafa&Manure,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
3843,deli cup,M,2023-05-16T00:00:00Z,7,Control_Fertilizer,Corn,Water,Corn,10,0,2,0,0,0,0,0,0,
3843,deli cup,M,2023-05-16T00:00:00Z,7,Control_Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3843,deli cup,M,2023-05-16T00:00:00Z,7,Control_Fertilizer,Corn,Water,Total,10,0,2,0,0,0,0,0,0,
3844,deli cup,M,2023-05-16T00:00:00Z,7,Control_Fertilizer,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
3844,deli cup,M,2023-05-16T00:00:00Z,7,Control_Fertilizer,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
3844,deli cup,M,2023-05-16T00:00:00Z,7,Control_Fertilizer,Corn,JA,Total,10,0,0,0,0,0,0,0,0,
3860,deli cup,M,2023-05-16T00:00:00Z,7,Fertilizer,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
3860,deli cup,M,2023-05-16T00:00:00Z,7,Fertilizer,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
3860,deli cup,M,2023-05-16T00:00:00Z,7,Fertilizer,Corn,JA,Total,10,0,0,0,0,0,0,0,0,
3712,deli cup,M,2023-05-16T00:00:00Z,8,Alfafa,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
3712,deli cup,M,2023-05-16T00:00:00Z,8,Alfafa,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3712,deli cup,M,2023-05-16T00:00:00Z,8,Alfafa,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
3704,deli cup,M,2023-05-16T00:00:00Z,8,Control_Alfafa,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
3704,deli cup,M,2023-05-16T00:00:00Z,8,Control_Alfafa,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3704,deli cup,M,2023-05-16T00:00:00Z,8,Control_Alfafa,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
3875,deli cup,M,2023-05-16T00:00:00Z,9,Control_Fertilizer,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
3875,deli cup,M,2023-05-16T00:00:00Z,9,Control_Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3875,deli cup,M,2023-05-16T00:00:00Z,9,Control_Fertilizer,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
4033,deli cup,M,2023-05-16T00:00:00Z,9,Control_Fertilizer,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
4033,deli cup,M,2023-05-16T00:00:00Z,9,Control_Fertilizer,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
4033,deli cup,M,2023-05-16T00:00:00Z,9,Control_Fertilizer,Corn,JA,Total,10,0,0,0,0,0,0,0,0,
3859,deli cup,M,2023-05-16T00:00:00Z,9,Fertilizer,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
3859,deli cup,M,2023-05-16T00:00:00Z,9,Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3859,deli cup,M,2023-05-16T00:00:00Z,9,Fertilizer,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
3863,deli cup,M,2023-05-16T00:00:00Z,9,Fertilizer,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
3863,deli cup,M,2023-05-16T00:00:00Z,9,Fertilizer,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
3863,deli cup,M,2023-05-16T00:00:00Z,9,Fertilizer,Corn,JA,Total,10,0,0,0,0,0,0,0,0,
4565,deli cup,M,2023-05-31T00:00:00Z,1,Control_Fertilizer,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
4565,deli cup,M,2023-05-31T00:00:00Z,1,Control_Fertilizer,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
4565,deli cup,M,2023-05-31T00:00:00Z,1,Control_Fertilizer,Corn,JA,Total,10,0,0,0,0,0,0,0,0,
4609,deli cup,M,2023-05-31T00:00:00Z,1,Control_Fertilizer,Corn,Water,Corn,10,0,1,0,0,0,0,0,0,
4609,deli cup,M,2023-05-31T00:00:00Z,1,Control_Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4609,deli cup,M,2023-05-31T00:00:00Z,1,Control_Fertilizer,Corn,Water,Total,10,0,1,0,0,0,0,0,0,
4595,deli cup,M,2023-05-31T00:00:00Z,1,Fertilizer,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
4595,deli cup,M,2023-05-31T00:00:00Z,1,Fertilizer,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,1,0,
4595,deli cup,M,2023-05-31T00:00:00Z,1,Fertilizer,Corn,JA,Total,10,0,0,0,0,0,0,1,0,
4567,deli cup,M,2023-05-31T00:00:00Z,10,Control_Manure,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
4567,deli cup,M,2023-05-31T00:00:00Z,10,Control_Manure,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
4567,deli cup,M,2023-05-31T00:00:00Z,10,Control_Manure,Corn,JA,Total,10,0,0,0,0,0,0,0,0,
4626,deli cup,M,2023-05-31T00:00:00Z,10,Control_Manure,Corn,Water,Corn,10,0,1,0,0,0,0,0,0,
4626,deli cup,M,2023-05-31T00:00:00Z,10,Control_Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4626,deli cup,M,2023-05-31T00:00:00Z,10,Control_Manure,Corn,Water,Total,10,0,1,0,0,0,0,0,0,
4624,deli cup,M,2023-05-31T00:00:00Z,10,Manure,Corn,Water,Corn,10,0,2,0,0,0,0,0,0,
4624,deli cup,M,2023-05-31T00:00:00Z,10,Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4624,deli cup,M,2023-05-31T00:00:00Z,10,Manure,Corn,Water,Total,10,0,2,0,0,0,0,0,0,
4637,deli cup,M,2023-05-31T00:00:00Z,10,Manure,Corn,JA,Corn,8,0,0,0,0,0,0,0,0,
4637,deli cup,M,2023-05-31T00:00:00Z,10,Manure,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
4637,deli cup,M,2023-05-31T00:00:00Z,10,Manure,Corn,JA,Total,8,0,0,0,0,0,0,0,0,
4364,deli cup,M,2023-05-31T00:00:00Z,11,Control_Fertilizer,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
4364,deli cup,M,2023-05-31T00:00:00Z,11,Control_Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,0,0,0,0,
4364,deli cup,M,2023-05-31T00:00:00Z,11,Control_Fertilizer,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
4443,deli cup,M,2023-05-31T00:00:00Z,11,Control_Fertilizer,Corn,JA,Corn,10,0,1,0,0,0,0,0,0,
4443,deli cup,M,2023-05-31T00:00:00Z,11,Control_Fertilizer,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
4443,deli cup,M,2023-05-31T00:00:00Z,11,Control_Fertilizer,Corn,JA,Total,10,0,1,0,0,0,0,0,0,
4448,deli cup,M,2023-05-31T00:00:00Z,11,Fertilizer,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
4448,deli cup,M,2023-05-31T00:00:00Z,11,Fertilizer,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
4448,deli cup,M,2023-05-31T00:00:00Z,11,Fertilizer,Corn,JA,Total,10,0,0,0,0,0,0,0,0,
4451,deli cup,M,2023-05-31T00:00:00Z,11,Fertilizer,Corn,Water,Corn,0,0,2,0,0,0,0,0,0,
4451,deli cup,M,2023-05-31T00:00:00Z,11,Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4451,deli cup,M,2023-05-31T00:00:00Z,11,Fertilizer,Corn,Water,Total,0,0,2,0,0,0,0,0,0,
4488,deli cup,M,2023-05-31T00:00:00Z,12,Control_Manure,Corn,JA,Corn,10,0,1,0,0,0,0,0,0,
4488,deli cup,M,2023-05-31T00:00:00Z,12,Control_Manure,Corn,JA,Loose,NA,NA,NA,0,0,1,NA,0,0,
4488,deli cup,M,2023-05-31T00:00:00Z,12,Control_Manure,Corn,JA,Total,10,0,1,0,0,1,0,0,0,
4527,deli cup,M,2023-05-31T00:00:00Z,12,Control_Manure,Corn,Water,Corn,10,0,1,0,0,0,0,0,0,
4527,deli cup,M,2023-05-31T00:00:00Z,12,Control_Manure,Corn,Water,Loose,NA,NA,NA,0,0,1,NA,0,0,
4527,deli cup,M,2023-05-31T00:00:00Z,12,Control_Manure,Corn,Water,Total,10,0,1,0,0,1,0,0,0,
4437,deli cup,M,2023-05-31T00:00:00Z,12,Manure,Corn,JA,Corn,10,0,1,0,0,0,0,0,0,
4437,deli cup,M,2023-05-31T00:00:00Z,12,Manure,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
4437,deli cup,M,2023-05-31T00:00:00Z,12,Manure,Corn,JA,Total,10,0,1,0,0,0,0,0,0,
4454,deli cup,M,2023-05-31T00:00:00Z,12,Manure,Corn,Water,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no seeds
4617,deli cup,M,2023-05-31T00:00:00Z,13,Control_Fertilizer,Corn,JA,Corn,10,0,5,0,0,0,0,0,0,
4617,deli cup,M,2023-05-31T00:00:00Z,13,Control_Fertilizer,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
4617,deli cup,M,2023-05-31T00:00:00Z,13,Control_Fertilizer,Corn,JA,Total,10,0,5,0,0,0,0,0,0,
4796,deli cup,M,2023-05-31T00:00:00Z,13,Control_Fertilizer,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
4796,deli cup,M,2023-05-31T00:00:00Z,13,Control_Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4796,deli cup,M,2023-05-31T00:00:00Z,13,Control_Fertilizer,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
4386,deli cup,M,2023-05-31T00:00:00Z,13,Fertilizer,Corn,JA,Bean,8,0,1,0,0,0,0,0,0,
4386,deli cup,M,2023-05-31T00:00:00Z,13,Fertilizer,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
4386,deli cup,M,2023-05-31T00:00:00Z,13,Fertilizer,Corn,JA,Total,8,0,1,0,0,0,0,0,0,
4487,deli cup,M,2023-05-31T00:00:00Z,13,Fertilizer,Corn,Water,Corn,9,0,4,0,0,0,0,0,0,
4487,deli cup,M,2023-05-31T00:00:00Z,13,Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,0,0,0,0,
4487,deli cup,M,2023-05-31T00:00:00Z,13,Fertilizer,Corn,Water,Total,9,0,4,0,0,0,0,0,0,
4513,deli cup,M,2023-05-31T00:00:00Z,13,Fertilizer,Corn,JA,Corn,10,0,7,0,0,0,0,0,0,
4513,deli cup,M,2023-05-31T00:00:00Z,13,Fertilizer,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
4513,deli cup,M,2023-05-31T00:00:00Z,13,Fertilizer,Corn,JA,Total,10,0,7,0,0,0,0,0,0,
4582,deli cup,M,2023-05-31T00:00:00Z,14,Alfafa,Corn,Water,Corn,10,0,3,0,0,0,0,0,0,
4582,deli cup,M,2023-05-31T00:00:00Z,14,Alfafa,Corn,Water,Loose,NA,NA,NA,0,0,1,NA,0,0,
4582,deli cup,M,2023-05-31T00:00:00Z,14,Alfafa,Corn,Water,Total,10,0,3,0,0,1,0,0,0,
4427,deli cup,M,2023-05-31T00:00:00Z,14,Control_Alfafa,Corn,Water,Corn,7,0,0,0,0,0,0,0,0,
4427,deli cup,M,2023-05-31T00:00:00Z,14,Control_Alfafa,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4427,deli cup,M,2023-05-31T00:00:00Z,14,Control_Alfafa,Corn,Water,Total,7,0,0,0,0,0,0,0,0,
4569,deli cup,M,2023-05-31T00:00:00Z,15,Alfafa&Manure,Corn,Water,Corn,8,0,1,0,0,0,0,0,0,
4569,deli cup,M,2023-05-31T00:00:00Z,15,Alfafa&Manure,Corn,Water,Loose,NA,NA,NA,0,0,1,NA,0,0,
4569,deli cup,M,2023-05-31T00:00:00Z,15,Alfafa&Manure,Corn,Water,Total,8,0,1,0,0,1,0,0,0,
4633,deli cup,M,2023-05-31T00:00:00Z,15,Control_Alfafa&Manure,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
4633,deli cup,M,2023-05-31T00:00:00Z,15,Control_Alfafa&Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4633,deli cup,M,2023-05-31T00:00:00Z,15,Control_Alfafa&Manure,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
4646,deli cup,M,2023-05-31T00:00:00Z,16,Alfafa,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
4646,deli cup,M,2023-05-31T00:00:00Z,16,Alfafa,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4646,deli cup,M,2023-05-31T00:00:00Z,16,Alfafa,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
4658,deli cup,M,2023-05-31T00:00:00Z,16,Control_Alfafa,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
4658,deli cup,M,2023-05-31T00:00:00Z,16,Control_Alfafa,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4658,deli cup,M,2023-05-31T00:00:00Z,16,Control_Alfafa,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
4642,deli cup,M,2023-05-31T00:00:00Z,17,Alfafa&Manure,Corn,Water,Corn,10,0,1,0,0,0,0,0,0,
4642,deli cup,M,2023-05-31T00:00:00Z,17,Alfafa&Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4642,deli cup,M,2023-05-31T00:00:00Z,17,Alfafa&Manure,Corn,Water,Total,10,0,1,0,0,0,0,0,0,
4656,deli cup,M,2023-05-31T00:00:00Z,17,Control_Alfafa&Manure,Corn,Water,Corn,9,0,3,0,0,0,0,0,0,
4656,deli cup,M,2023-05-31T00:00:00Z,17,Control_Alfafa&Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4656,deli cup,M,2023-05-31T00:00:00Z,17,Control_Alfafa&Manure,Corn,Water,Total,9,0,3,0,0,0,0,0,0,
4413,deli cup,M,2023-05-31T00:00:00Z,18,Control_Fertilizer,Corn,JA,Corn,10,0,3,0,0,0,0,0,0,
4413,deli cup,M,2023-05-31T00:00:00Z,18,Control_Fertilizer,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
4413,deli cup,M,2023-05-31T00:00:00Z,18,Control_Fertilizer,Corn,JA,Total,10,0,3,0,0,0,0,0,0,
4532,deli cup,M,2023-05-31T00:00:00Z,18,Control_Fertilizer,Corn,Water,Corn,11,0,1,0,0,0,0,0,0,
4532,deli cup,M,2023-05-31T00:00:00Z,18,Control_Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4532,deli cup,M,2023-05-31T00:00:00Z,18,Control_Fertilizer,Corn,Water,Total,11,0,1,0,0,0,0,0,0,
4505,deli cup,M,2023-05-31T00:00:00Z,18,Fertilizer,Corn,Water,Corn,10,0,2,0,0,0,0,0,0,
4505,deli cup,M,2023-05-31T00:00:00Z,18,Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4505,deli cup,M,2023-05-31T00:00:00Z,18,Fertilizer,Corn,Water,Total,10,0,2,0,0,0,0,0,0,
4627,deli cup,M,2023-05-31T00:00:00Z,18,Fertilizer,Corn,JA,Corn,9,0,1,0,0,0,0,0,0,
4627,deli cup,M,2023-05-31T00:00:00Z,18,Fertilizer,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
4627,deli cup,M,2023-05-31T00:00:00Z,18,Fertilizer,Corn,JA,Total,9,0,1,0,0,0,0,0,0,
4453,deli cup,M,2023-05-31T00:00:00Z,19,Control_Fertilizer,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
4453,deli cup,M,2023-05-31T00:00:00Z,19,Control_Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4453,deli cup,M,2023-05-31T00:00:00Z,19,Control_Fertilizer,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
4571,deli cup,M,2023-05-31T00:00:00Z,19,Control_Fertilizer,Corn,JA,Corn,10,0,1,0,0,0,0,0,0,
4571,deli cup,M,2023-05-31T00:00:00Z,19,Control_Fertilizer,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
4571,deli cup,M,2023-05-31T00:00:00Z,19,Control_Fertilizer,Corn,JA,Total,10,0,1,0,0,0,0,0,0,
4517,deli cup,M,2023-05-31T00:00:00Z,19,Fertilizer,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
4517,deli cup,M,2023-05-31T00:00:00Z,19,Fertilizer,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
4517,deli cup,M,2023-05-31T00:00:00Z,19,Fertilizer,Corn,JA,Total,10,0,0,0,0,0,0,0,0,
4519,deli cup,M,2023-05-31T00:00:00Z,19,Fertilizer,Corn,Water,Corn,11,0,5,0,0,0,0,0,0,
4519,deli cup,M,2023-05-31T00:00:00Z,19,Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4519,deli cup,M,2023-05-31T00:00:00Z,19,Fertilizer,Corn,Water,Total,11,0,5,0,0,0,0,0,0,
4480,deli cup,M,2023-05-31T00:00:00Z,2,Alfafa,Corn,Water,Corn,10,0,2,0,0,0,0,0,0,
4480,deli cup,M,2023-05-31T00:00:00Z,2,Alfafa,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4480,deli cup,M,2023-05-31T00:00:00Z,2,Alfafa,Corn,Water,Total,10,0,2,0,0,0,0,0,0,
4473,deli cup,M,2023-05-31T00:00:00Z,2,Control_Alfafa,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
4473,deli cup,M,2023-05-31T00:00:00Z,2,Control_Alfafa,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4473,deli cup,M,2023-05-31T00:00:00Z,2,Control_Alfafa,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
4493,deli cup,M,2023-05-31T00:00:00Z,20,Control_Manure,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
4493,deli cup,M,2023-05-31T00:00:00Z,20,Control_Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4493,deli cup,M,2023-05-31T00:00:00Z,20,Control_Manure,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
4608,deli cup,M,2023-05-31T00:00:00Z,20,Control_Manure,Corn,JA,Corn,10,0,3,0,0,0,0,0,0,
4608,deli cup,M,2023-05-31T00:00:00Z,20,Control_Manure,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
4608,deli cup,M,2023-05-31T00:00:00Z,20,Control_Manure,Corn,JA,Total,10,0,3,0,0,0,0,0,0,
4390,deli cup,M,2023-05-31T00:00:00Z,20,Manure,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
4390,deli cup,M,2023-05-31T00:00:00Z,20,Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,0,0,0,
4390,deli cup,M,2023-05-31T00:00:00Z,20,Manure,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
4414,deli cup,M,2023-05-31T00:00:00Z,20,Manure,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
4414,deli cup,M,2023-05-31T00:00:00Z,20,Manure,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
4414,deli cup,M,2023-05-31T00:00:00Z,20,Manure,Corn,JA,Total,10,0,0,0,0,0,0,0,0,
4647,deli cup,M,2023-05-31T00:00:00Z,21,Alfafa&Manure,Corn,Water,Corn,10,0,2,0,0,0,0,0,0,
4647,deli cup,M,2023-05-31T00:00:00Z,21,Alfafa&Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4647,deli cup,M,2023-05-31T00:00:00Z,21,Alfafa&Manure,Corn,Water,Total,10,0,2,0,0,0,0,0,0,
4590,deli cup,M,2023-05-31T00:00:00Z,21,Control_Alfafa&Manure,Corn,Water,Corn,10,0,3,0,0,0,0,0,0,
4590,deli cup,M,2023-05-31T00:00:00Z,21,Control_Alfafa&Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4590,deli cup,M,2023-05-31T00:00:00Z,21,Control_Alfafa&Manure,Corn,Water,Total,10,0,3,0,0,0,0,0,0,
4352,deli cup,M,2023-05-31T00:00:00Z,22,Control_Manure,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
4352,deli cup,M,2023-05-31T00:00:00Z,22,Control_Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,0,0,0,
4352,deli cup,M,2023-05-31T00:00:00Z,22,Control_Manure,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
4558,deli cup,M,2023-05-31T00:00:00Z,22,Control_Manure,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
4558,deli cup,M,2023-05-31T00:00:00Z,22,Control_Manure,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
4558,deli cup,M,2023-05-31T00:00:00Z,22,Control_Manure,Corn,JA,Total,10,0,0,0,0,0,0,0,0,
4501,deli cup,M,2023-05-31T00:00:00Z,22,Manure,Corn,Water,Corn,10,0,1,0,0,0,0,0,0,
4501,deli cup,M,2023-05-31T00:00:00Z,22,Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4501,deli cup,M,2023-05-31T00:00:00Z,22,Manure,Corn,Water,Total,10,0,1,0,0,0,0,0,0,
4535,deli cup,M,2023-05-31T00:00:00Z,22,Manure,Corn,JA,Corn,10,0,2,0,0,0,0,0,0,
4535,deli cup,M,2023-05-31T00:00:00Z,22,Manure,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
4535,deli cup,M,2023-05-31T00:00:00Z,22,Manure,Corn,JA,Total,10,0,2,0,0,0,0,0,0,
4464,deli cup,M,2023-05-31T00:00:00Z,23,Control_Manure,Corn,JA,Corn,10,0,1,0,0,0,0,0,0,
4464,deli cup,M,2023-05-31T00:00:00Z,23,Control_Manure,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
4464,deli cup,M,2023-05-31T00:00:00Z,23,Control_Manure,Corn,JA,Total,10,0,1,0,0,0,0,0,0,
4516,deli cup,M,2023-05-31T00:00:00Z,23,Control_Manure,Corn,Water,Corn,10,0,1,0,0,0,0,0,0,
4516,deli cup,M,2023-05-31T00:00:00Z,23,Control_Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4516,deli cup,M,2023-05-31T00:00:00Z,23,Control_Manure,Corn,Water,Total,10,0,1,0,0,0,0,0,0,
4557,deli cup,M,2023-05-31T00:00:00Z,23,Manure,Corn,JA,Corn,10,0,3,0,0,0,0,0,0,
4557,deli cup,M,2023-05-31T00:00:00Z,23,Manure,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,1,0,
4557,deli cup,M,2023-05-31T00:00:00Z,23,Manure,Corn,JA,Total,10,0,3,0,0,0,0,1,0,
4661,deli cup,M,2023-05-31T00:00:00Z,23,Manure,Corn,Water,Corn,8,0,0,0,0,0,0,0,0,
4661,deli cup,M,2023-05-31T00:00:00Z,23,Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4661,deli cup,M,2023-05-31T00:00:00Z,23,Manure,Corn,Water,Total,8,0,0,0,0,0,0,0,0,
4509,deli cup,M,2023-05-31T00:00:00Z,24,Control_Fertilizer,Corn,Water,Corn,9,0,2,0,0,0,0,0,0,
4509,deli cup,M,2023-05-31T00:00:00Z,24,Control_Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,1,NA,0,0,
4509,deli cup,M,2023-05-31T00:00:00Z,24,Control_Fertilizer,Corn,Water,Total,9,0,2,0,0,1,0,0,0,
4599,deli cup,M,2023-05-31T00:00:00Z,24,Control_Fertilizer,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
4599,deli cup,M,2023-05-31T00:00:00Z,24,Control_Fertilizer,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
4599,deli cup,M,2023-05-31T00:00:00Z,24,Control_Fertilizer,Corn,JA,Total,10,0,0,0,0,0,0,0,0,
4367,deli cup,M,2023-05-31T00:00:00Z,24,Fertilizer,Corn,JA,Corn,10,0,3,0,0,0,0,0,0,
4367,deli cup,M,2023-05-31T00:00:00Z,24,Fertilizer,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
4367,deli cup,M,2023-05-31T00:00:00Z,24,Fertilizer,Corn,JA,Total,10,0,3,0,0,0,0,0,0,
4559,deli cup,M,2023-05-31T00:00:00Z,24,Fertilizer,Corn,Water,Corn,10,0,2,0,0,1,0,0,0,
4559,deli cup,M,2023-05-31T00:00:00Z,24,Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4559,deli cup,M,2023-05-31T00:00:00Z,24,Fertilizer,Corn,Water,Total,10,0,2,0,0,1,0,0,0,
4497,deli cup,M,2023-05-31T00:00:00Z,25,Alfafa,Corn,Water,Corn,4,0,0,0,0,0,0,0,0,
4497,deli cup,M,2023-05-31T00:00:00Z,25,Alfafa,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4497,deli cup,M,2023-05-31T00:00:00Z,25,Alfafa,Corn,Water,Total,4,0,0,0,0,0,0,0,0,
4574,deli cup,M,2023-05-31T00:00:00Z,25,Control_Alfafa,Corn,Water,Corn,10,0,2,0,0,0,0,0,0,
4574,deli cup,M,2023-05-31T00:00:00Z,25,Control_Alfafa,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
4574,deli cup,M,2023-05-31T00:00:00Z,25,Control_Alfafa,Corn,Water,Total,10,0,2,0,0,0,0,0,0,
4419,deli cup,M,2023-05-31T00:00:00Z,26,Control_Manure,Corn,JA,Corn,10,0,2,0,0,0,0,0,0,
4419,deli cup,M,2023-05-31T00:00:00Z,26,Control_Manure,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
4419,deli cup,M,2023-05-31T00:00:00Z,26,Control_Manure,Corn,JA,Total,10,0,2,0,0,0,0,0,0,
